,encrypted_customerID,total_units,total_revenue,total_units_ttm,total_revenue_ttm,adj_units_yearly_ever,adj_revenue_yearlu_ever,adj_units_yearly_before_ttm,adj_revenue_yearly_before_ttm,which_promo,engagement,what_content_age,what_content_type,asp_ever,asp_ttm,arpu_monthly_ever,arpu_monthly_ttm,frequency_days_ever,frequency_days_ttm,hidden_class,tenure_months,target
517,AT9VQAKCDUEFG,1,0.83,0,0.0,0,0.24,0,0.24,exclusively_pmd,one_time,exclusively_CAT,exclusively_movie_vod,0.83,0.0,0.02,0.0,0,0,inept,41.0,0
518,A1OSPVQZJ420ME,2,6.64,0,0.0,0,2.84,0,2.84,non_promo_user,moderate,exclusively_CAT,exclusively_movie_vod,3.32,0.0,0.23,0.0,194,0,inept,28.0,0
519,A2IDT2A6T267IP,9,55.37,3,23.5,6,39.08,4,22.49,non_promo_user,moderate,predominantly_NR,predominantly_movie_vod,6.15,7.83,3.25,1.95,48,65,benevolent,17.0,1
520,A1Q007N3F7GMMB,65,497.21,35,362.69,19,149.16,9,40.35,non_promo_user,engaged,predominantly_CAT,predominantly_tv,7.64,10.36,12.43,30.22,17,7,benevolent,40.0,1
521,A9871MU57YWTG,6,39.42,5,36.91,2,14.78,0,0.94,engaged_vendisto_promo,moderate,predominantly_NR,predominantly_tv,6.57,7.38,1.23,3.07,188,83,inept,32.0,1
522,AZJ9JLPQQ3JOD,1,5.87,0,0.0,0,2.07,0,2.07,non_promo_user,one_time,exclusively_CAT,exclusively_movie_est,5.87,0.0,0.17,0.0,0,0,inept,34.0,0
523,A1BOMOIEBLEBJB,16,69.57,16,69.57,24,104.35,0,0.0,engaged_vendisto_promo,engaged,exclusively_CAT,predominantly_movie_est,4.34,4.34,8.69,8.69,13,13,inept,8.0,1
524,A3NKIXT9JRY8Z3,17,131.32,1,11.76,9,71.62,8,65.21,non_promo_user,one_time,exclusively_CAT,exclusively_tv,7.72,11.76,5.96,0.98,20,0,hidden_committed,22.0,0
525,A2MU1Q2WHR8V4L,15,65.4,1,0.83,5,23.78,5,23.47,exclusively_pmd,one_time,exclusively_CAT,exclusively_movie_vod,4.36,0.83,1.98,0.06,68,0,hidden_committed,33.0,1
526,A2B1QQ6JDMVB9G,54,227.12,9,37.7,12,53.43,10,44.56,engaged_vendisto_promo,moderate,predominantly_CAT,predominantly_movie_est,4.2,4.18,4.45,3.14,28,31,hidden_committed,51.0,1
527,AZYH9B8KNVKK3,85,383.99,39,115.53,15,67.76,8,47.37,non_promo_user,engaged,predominantly_CAT,predominantly_movie_vod,4.51,2.96,5.64,9.62,24,8,benevolent,68.0,1
528,A3U2YDT8LKMNV,17,45.19,2,6.7,4,11.06,3,9.42,engaged_vendisto_promo,moderate,exclusively_CAT,predominantly_movie_est,2.65,3.35,0.92,0.55,91,162,benevolent,49.0,1
529,AYZIB8DKI6MGF,2,17.62,2,17.62,2,23.49,0,0.0,engaged_vendisto_promo,moderate,exclusively_CAT,predominantly_tv,8.81,8.81,1.95,1.95,86,86,inept,9.0,0
530,A1KHSWK6V6CAOS,1,20.99,1,20.99,6,125.94,0,0.0,exclusively_vendisto_promo,one_time,exclusively_CAT,exclusively_tv,20.99,20.99,10.49,10.49,0,0,inept,2.0,1
531,A2NJGV3GQE9OSI,2,9.22,1,3.35,0,2.45,0,1.56,non_promo_user,one_time,predominantly_NR,exclusively_movie_vod,4.61,3.35,0.2,0.27,1237,0,inept,45.0,1
532,A3EOHVBSNJKCT6,7,46.99,2,20.15,1,11.74,1,6.7,non_promo_user,moderate,predominantly_NR,predominantly_tv,6.71,10.07,0.97,1.67,240,335,inept,48.0,1
533,A1XHJUFNI5FN3O,10,43.58,3,18.45,3,13.07,2,7.53,non_promo_user,moderate,predominantly_NR,predominantly_movie_est,4.35,6.15,1.08,1.53,125,99,inept,40.0,1
534,A1A5ZPH7CY9GBC,1,16.66,1,16.66,12,199.92,0,0.0,non_promo_user,one_time,exclusively_CAT,exclusively_tv,16.66,16.66,16.66,16.66,0,0,inept,1.0,1
535,AZS5HMKVMEUUM,3,12.57,1,4.19,1,7.93,1,5.29,non_promo_user,one_time,exclusively_CAT,exclusively_movie_vod,4.19,4.19,0.66,0.34,113,0,inept,19.0,0
536,A3FB1FCHWPVUGZ,4,20.96,1,4.19,2,11.43,1,9.14,non_promo_user,one_time,exclusively_CAT,exclusively_movie_vod,5.24,4.19,0.95,0.34,216,0,inept,22.0,1
537,A22ZSVQK0BFZJ6,28,145.91,5,16.74,5,26.13,4,23.13,engaged_pmd,moderate,exclusively_CAT,predominantly_movie_est,5.21,3.34,2.17,1.39,70,31,benevolent,67.0,1
538,A2GYAXJ3VQQZPC,1,3.32,0,0.0,0,2.84,0,2.84,non_promo_user,one_time,exclusively_CAT,exclusively_movie_vod,3.32,0.0,0.23,0.0,0,0,inept,14.0,0
539,A11G1P9NV3XNKP,2,4.98,0,0.0,0,0.94,0,0.94,non_promo_user,moderate,exclusively_CAT,exclusively_movie_vod,2.49,0.0,0.07,0.0,188,0,inept,63.0,0
540,A35GY7I6UBFGD8,1,11.76,1,11.76,1,14.11,0,0.0,non_promo_user,one_time,exclusively_CAT,exclusively_movie_est,11.76,11.76,1.17,1.17,0,0,inept,10.0,0
541,AVRAWT36Z0522,9,38.55,0,0.0,5,24.34,5,24.34,non_promo_user,engaged,predominantly_NR,predominantly_movie_est,4.28,0.0,2.02,0.0,18,0,benevolent,19.0,0
542,A1JY5CHWXDP04M,5,19.69,3,15.93,3,13.89,1,2.65,non_promo_user,moderate,predominantly_NR,predominantly_movie_est,3.93,5.31,1.15,1.32,125,161,inept,17.0,1
543,A1MQNOZAW7YO5Z,8,34.35,5,24.3,3,13.29,1,3.88,engaged_vendisto_promo,moderate,predominantly_NR,predominantly_movie_est,4.29,4.86,1.1,2.02,130,38,inept,31.0,1
544,A1Q3OIQYNRIX2J,36,77.75,9,16.7,9,21.2,7,16.65,engaged_pmd,moderate,predominantly_NR,exclusively_movie_vod,2.15,1.85,1.76,1.39,37,36,hidden_committed,44.0,1
545,A2D5WHBWF9N4WU,13,77.15,3,10.05,5,33.06,4,28.75,non_promo_user,moderate,predominantly_NR,exclusively_movie_vod,5.93,3.35,2.75,0.83,54,94,benevolent,28.0,1
546,AQ8G5Z67PXGUJ,1,10.08,0,0.0,0,3.26,0,3.26,non_promo_user,one_time,exclusively_CAT,exclusively_movie_est,10.08,0.0,0.27,0.0,0,0,inept,37.0,0
547,A65AZ3V6TVUQ,1,3.35,0,0.0,0,1.67,0,1.67,non_promo_user,one_time,exclusively_CAT,exclusively_movie_vod,3.35,0.0,0.13,0.0,0,0,inept,24.0,0
548,A2265981NM31QW,1,3.35,0,0.0,0,2.51,0,2.51,non_promo_user,one_time,exclusively_CAT,exclusively_movie_vod,3.35,0.0,0.2,0.0,0,0,inept,16.0,0
549,AB9D6SR3C59CQ,8,19.24,0,0.0,4,10.99,4,10.99,non_promo_user,moderate,predominantly_CAT,predominantly_tv,2.4,0.0,0.91,0.0,24,0,hidden_committed,21.0,0
550,A3FM3G3L5N804X,12,67.08,7,28.47,2,15.48,1,8.91,engaged_vendisto_promo,moderate,predominantly_CAT,predominantly_movie_est,5.59,4.06,1.29,2.37,141,45,inept,52.0,1
551,A17SQVJRHX9R4C,30,49.27,10,10.82,9,15.55,6,12.14,engaged_pmd,moderate,exclusively_CAT,exclusively_movie_vod,1.64,1.08,1.29,0.9,39,27,hidden_committed,38.0,1
552,A3M2LJGGNM0QK2,73,362.09,38,212.1,25,127.79,12,52.93,engaged_vendisto_promo,engaged,predominantly_CAT,predominantly_movie_est,4.96,5.58,10.64,17.67,14,9,benevolent,34.0,1
553,A1OLN0XSF7EPU6,2,7.54,0,0.0,1,5.32,1,5.32,non_promo_user,moderate,predominantly_NR,exclusively_movie_vod,3.77,0.0,0.44,0.0,47,0,hidden_committed,17.0,0
554,A3UT324GSIPAIB,9,49.08,9,49.08,15,84.13,0,0.0,non_promo_user,moderate,exclusively_CAT,exclusively_tv,5.45,5.45,7.01,7.01,3,3,inept,7.0,0
555,A39WWE2BHZ35G8,25,78.71,3,6.69,6,19.27,5,17.63,non_promo_user,moderate,predominantly_NR,exclusively_movie_vod,3.14,2.23,1.6,0.55,58,130,benevolent,49.0,1
556,A3IOVI5NDHHI34,13,124.22,8,91.51,5,53.23,2,14.01,engaged_pmd,moderate,exclusively_CAT,predominantly_movie_est,9.55,11.43,4.43,7.62,68,38,inept,28.0,1
557,A5G7BZ2477M3N,2,15.11,0,0.0,0,2.55,0,2.55,non_promo_user,moderate,exclusively_CAT,predominantly_movie_est,7.55,0.0,0.21,0.0,1583,0,inept,71.0,0
558,A30D22AJH34TOR,1,22.68,1,22.68,3,68.04,0,0.0,non_promo_user,one_time,exclusively_CAT,exclusively_tv,22.68,22.68,5.67,5.67,0,0,inept,4.0,1
559,A143DXVJZ44JLB,16,106.57,1,4.19,3,25.57,3,24.57,non_promo_user,one_time,exclusively_CAT,exclusively_movie_vod,6.66,4.19,2.13,0.34,84,0,hidden_committed,50.0,0
560,A2OWR7JDZVPMXX,178,1028.57,43,232.05,36,212.8,27,164.79,engaged_vendisto_promo,engaged,predominantly_NR,predominantly_movie_est,5.77,5.39,17.73,19.33,9,8,hidden_committed,58.0,1
561,A3IB3XJ12OH6VR,54,230.92,32,98.39,20,89.38,8,51.3,engaged_pmd,engaged,predominantly_NR,predominantly_movie_vod,4.27,3.07,7.44,8.19,17,11,benevolent,31.0,1
562,A11HJWR3T60IF3,4,11.28,4,11.28,9,27.07,0,0.0,engaged_vendisto_promo,moderate,exclusively_CAT,predominantly_movie_est,2.82,2.82,2.25,2.25,22,22,inept,5.0,1
563,A348G1VSBKM82N,208,1800.28,40,390.38,47,407.61,38,319.22,engaged_vendisto_promo,engaged,predominantly_NR,predominantly_movie_est,8.65,9.75,33.96,32.53,7,8,hidden_committed,53.0,1
564,A3R1FKPH04N3R8,45,369.27,9,85.64,11,94.28,9,72.41,engaged_vendisto_promo,moderate,exclusively_CAT,predominantly_movie_est,8.2,9.51,7.85,7.13,30,34,hidden_committed,47.0,1
565,AHSHUQ85CI0NL,1,6.71,0,0.0,0,5.75,0,5.75,non_promo_user,one_time,exclusively_CAT,exclusively_tv,6.71,0.0,0.47,0.0,0,0,inept,14.0,0
566,A11A06EX4FCLHY,8,19.24,2,4.18,5,13.58,4,10.62,non_promo_user,moderate,exclusively_CAT,exclusively_tv,2.4,2.09,1.13,0.34,26,1,benevolent,17.0,0
567,ABMFPOZBVFYGN,1,1.66,0,0.0,0,0.99,0,0.99,non_promo_user,one_time,exclusively_CAT,exclusively_tv,1.66,0.0,0.08,0.0,0,0,inept,20.0,0
568,A116069UWNR4FB,118,315.92,28,49.27,24,64.25,18,54.23,engaged_pmd,engaged,predominantly_NR,predominantly_movie_vod,2.67,1.75,5.35,4.1,15,12,benevolent,59.0,1
569,A2S1N40HR1OJE8,1,3.35,0,0.0,0,1.21,0,1.21,non_promo_user,one_time,exclusively_CAT,exclusively_movie_vod,3.35,0.0,0.1,0.0,0,0,inept,33.0,0
570,A1AUWWIKUJY1RM,2,7.54,0,0.0,1,4.52,1,4.52,non_promo_user,moderate,exclusively_CAT,exclusively_movie_vod,3.77,0.0,0.37,0.0,228,0,hidden_committed,20.0,0
571,A3UKKQ392M8CLJ,16,98.14,12,86.42,7,49.06,1,5.85,non_promo_user,moderate,predominantly_NR,predominantly_tv,6.13,7.2,4.08,7.2,46,30,inept,24.0,1
572,A275653SD5SX0A,11,66.29,0,0.0,5,31.81,5,31.81,non_promo_user,engaged,predominantly_CAT,predominantly_movie_vod,6.02,0.0,2.65,0.0,0,0,benevolent,25.0,0
573,A7OHB3UXEGBKN,47,239.8,14,98.99,8,44.96,6,26.4,engaged_vendisto_promo,engaged,exclusively_CAT,predominantly_movie_est,5.1,7.07,3.74,8.24,41,21,inept,64.0,1
574,A308ZJEJRNYQ7D,8,23.44,3,10.05,3,9.07,1,5.18,non_promo_user,moderate,exclusively_CAT,exclusively_movie_vod,2.93,3.35,0.75,0.83,121,132,inept,31.0,1
575,A3GAST2Z6OTEAC,118,251.64,42,79.37,31,67.1,20,45.93,engaged_pmd,engaged,predominantly_NR,predominantly_movie_vod,2.13,1.88,5.59,6.61,11,8,hidden_committed,45.0,1
576,A1P6J1373FRL6A,73,384.15,9,70.9,12,67.79,11,55.27,non_promo_user,moderate,predominantly_CAT,predominantly_movie_est,5.26,7.87,5.64,5.9,28,23,hidden_committed,68.0,1
577,A1WESEWJPI4EG3,40,341.58,40,341.58,96,819.79,0,0.0,engaged_vendisto_promo,engaged,predominantly_CAT,predominantly_movie_est,8.53,8.53,68.31,68.31,3,3,inept,5.0,1
578,A66VC3Q3OOGYL,2,6.7,1,2.51,0,2.06,0,1.28,non_promo_user,one_time,exclusively_CAT,exclusively_tv,3.35,2.51,0.17,0.2,1098,0,inept,39.0,1
579,A2TUYX3SCVM47W,1,2.93,0,0.0,0,1.09,0,1.09,non_promo_user,one_time,exclusively_CAT,exclusively_movie_vod,2.93,0.0,0.09,0.0,0,0,inept,32.0,0
580,A36CQFEN32PIK6,25,44.27,4,6.68,6,10.84,5,9.2,engaged_pmd,moderate,predominantly_NR,exclusively_movie_vod,1.77,1.67,0.9,0.55,59,96,benevolent,49.0,1
581,AMW23SP2PS98R,12,50.3,2,4.98,4,17.24,3,15.53,non_promo_user,moderate,exclusively_CAT,exclusively_movie_vod,4.19,2.49,1.43,0.41,85,2,benevolent,35.0,1
582,A35UT23ASPFD8D,2,5.86,2,5.86,2,7.81,0,0.0,non_promo_user,moderate,exclusively_CAT,predominantly_tv,2.93,2.93,0.65,0.65,179,179,inept,9.0,1
583,AN8F7CZB7HVS8,3,13.4,0,0.0,2,9.45,2,9.45,engaged_vendisto_promo,moderate,exclusively_CAT,predominantly_movie_est,4.46,0.0,0.78,0.0,22,0,hidden_committed,17.0,0
584,A1UFN0XJXG02QA,2,5.86,0,0.0,0,0.94,0,0.94,non_promo_user,moderate,predominantly_NR,exclusively_movie_vod,2.93,0.0,0.07,0.0,33,0,inept,74.0,0
585,A17CUU38QJJUH9,1,4.19,1,4.19,0,4.18,0,0.0,non_promo_user,one_time,exclusively_CAT,exclusively_movie_vod,4.19,4.19,0.34,0.34,0,0,inept,12.0,0
586,A27EKNI883LAHU,2,16.79,2,16.79,3,33.57,0,0.0,non_promo_user,moderate,predominantly_NR,predominantly_movie_est,8.39,8.39,2.79,2.79,9,9,inept,6.0,1
587,A3E9MMFDQALHP,1,3.35,1,3.35,6,20.1,0,0.0,non_promo_user,one_time,exclusively_CAT,exclusively_movie_vod,3.35,3.35,1.67,1.67,0,0,inept,2.0,1
588,A2YKVQVH4OUSZI,5,44.5,2,18.47,1,10.07,0,5.89,non_promo_user,moderate,exclusively_CAT,predominantly_tv,8.9,9.23,0.83,1.53,376,9,inept,53.0,1
589,A2J043TNMGBB1B,1,3.32,1,3.32,12,39.84,0,0.0,non_promo_user,one_time,exclusively_CAT,exclusively_movie_vod,3.32,3.32,3.32,3.32,0,0,inept,1.0,1
590,A2QWG0ANMHY3XE,2,9.23,0,0.0,0,1.7,0,1.7,non_promo_user,moderate,exclusively_CAT,predominantly_movie_est,4.61,0.0,0.14,0.0,543,0,inept,65.0,0
591,ADP7F7JP7YJ8S,29,105.54,16,65.35,9,36.18,4,13.77,non_promo_user,engaged,exclusively_CAT,predominantly_movie_vod,3.63,4.08,3.01,5.44,37,19,inept,35.0,1
592,A131FCT002CXYT,3,16.62,2,9.96,1,8.67,0,3.47,exclusively_vendisto_promo,moderate,exclusively_CAT,exclusively_movie_est,5.54,4.98,0.72,0.83,246,0,inept,23.0,0
593,A133NMM3GAFY67,50,304.99,10,55.35,9,57.18,7,46.8,non_promo_user,moderate,exclusively_CAT,predominantly_tv,6.09,5.53,4.76,4.61,37,29,hidden_committed,64.0,1
594,A2WFIDJ4Y1U1XZ,97,440.6,49,200.3,24,112.49,12,61.35,non_promo_user,engaged,predominantly_NR,predominantly_movie_vod,4.54,4.08,9.37,16.69,14,7,benevolent,47.0,1
595,A2X1A91Z4MCV66,9,42.77,2,7.54,2,10.26,1,8.45,non_promo_user,moderate,exclusively_CAT,exclusively_movie_vod,4.75,3.77,0.85,0.62,188,88,inept,50.0,1
596,A1O22YCZK11UXK,1,0.83,0,0.0,0,0.62,0,0.62,non_promo_user,one_time,exclusively_CAT,exclusively_movie_vod,0.83,0.0,0.05,0.0,0,0,inept,16.0,0
597,A22V6YS2MZ2878,12,173.62,3,39.97,4,63.13,3,48.6,non_promo_user,moderate,exclusively_CAT,predominantly_movie_est,14.46,13.32,5.26,3.33,70,66,benevolent,33.0,0
598,A35O00O4H3TD11,32,139.58,9,57.47,8,35.63,5,20.96,non_promo_user,moderate,predominantly_CAT,predominantly_movie_est,4.36,6.38,2.96,4.78,45,39,benevolent,47.0,1
599,A1HVNFIHCQV9AI,8,30.15,2,7.53,1,6.34,1,4.76,non_promo_user,moderate,exclusively_CAT,exclusively_movie_est,3.76,3.76,0.52,0.62,241,111,inept,57.0,1
600,ABBZWZDKU3HNI,2,5.86,2,5.86,3,8.79,0,0.0,non_promo_user,moderate,exclusively_CAT,exclusively_movie_vod,2.93,2.93,0.73,0.73,110,110,inept,8.0,1
601,A3EH9FMBII4D7F,2,11.75,1,3.35,0,4.69,0,3.36,non_promo_user,one_time,exclusively_CAT,exclusively_movie_vod,5.87,3.35,0.39,0.27,789,0,inept,30.0,1
602,A1CCGREDMTNFA,3,12.15,3,12.15,3,12.15,0,0.0,engaged_vendisto_promo,moderate,predominantly_NR,predominantly_movie_est,4.05,4.05,1.01,1.01,1,1,inept,12.0,0
603,A319MK0VI9OLOM,12,31.52,12,31.52,13,34.38,0,0.0,engaged_vendisto_promo,moderate,predominantly_CAT,predominantly_movie_vod,2.62,2.62,2.86,2.86,29,29,inept,11.0,1
604,AFWR5EY16ZSR3,1,12.6,0,0.0,0,5.59,0,5.59,non_promo_user,one_time,exclusively_CAT,exclusively_movie_est,12.6,0.0,0.46,0.0,0,0,inept,27.0,0
605,A1XA8LZZ06P9B9,7,41.92,5,32.7,1,9.31,0,2.04,non_promo_user,moderate,exclusively_CAT,exclusively_movie_est,5.98,6.54,0.77,2.72,264,49,inept,54.0,1
606,AP5RNEWKBGLV2,1,3.35,0,0.0,0,0.73,0,0.73,non_promo_user,one_time,exclusively_CAT,exclusively_movie_vod,3.35,0.0,0.06,0.0,0,0,inept,55.0,0
607,A1UL8VM7PFZ578,1,16.66,1,16.66,1,18.17,0,0.0,non_promo_user,one_time,predominantly_NR,exclusively_tv,16.66,16.66,1.51,1.51,0,0,inept,11.0,0
608,ACAK4SXEUE5LO,3,11.72,0,0.0,1,6.11,1,6.11,non_promo_user,moderate,exclusively_CAT,predominantly_tv,3.9,0.0,0.5,0.0,81,0,hidden_committed,23.0,0
609,A4NRLOXXWYABW,2,5.02,0,0.0,0,1.62,0,1.62,non_promo_user,moderate,exclusively_CAT,exclusively_tv,2.51,0.0,0.13,0.0,0,0,inept,37.0,0
610,A1YQU2FR2MSKU4,4,9.62,1,2.09,1,3.72,1,2.91,exclusively_vendisto_promo,one_time,exclusively_CAT,exclusively_movie_vod,2.4,2.09,0.31,0.17,196,0,inept,31.0,0
611,A6OPTKQX17SSR,63,495.67,13,101.53,10,83.77,8,66.61,engaged_vendisto_promo,engaged,predominantly_CAT,predominantly_movie_est,7.86,7.81,6.98,8.46,33,24,benevolent,71.0,1
612,AYDJKR1C1SL01,43,338.98,29,229.07,15,123.26,5,39.96,engaged_vendisto_promo,engaged,predominantly_CAT,predominantly_movie_est,7.88,7.89,10.27,19.08,23,10,inept,33.0,1
613,A8V261P336FNZ,1,3.35,0,0.0,0,1.02,0,1.02,non_promo_user,one_time,exclusively_CAT,exclusively_movie_vod,3.35,0.0,0.08,0.0,0,0,inept,39.0,0
614,A6ZPDRU0N9JCE,245,1600.99,18,155.31,45,295.56,41,266.89,non_promo_user,engaged,predominantly_NR,predominantly_movie_est,6.53,8.62,24.63,12.94,8,20,hidden_committed,65.0,1
615,A1S9173366KT4,8,41.07,1,5.87,4,22.4,3,19.2,exclusively_vendisto_promo,one_time,exclusively_CAT,exclusively_movie_est,5.13,5.87,1.86,0.48,58,0,hidden_committed,22.0,0
616,A1RUBOA19UNWS,2,8.38,2,8.38,4,20.11,0,0.0,non_promo_user,moderate,exclusively_CAT,exclusively_movie_est,4.19,4.19,1.67,1.67,51,51,inept,5.0,1
617,A2JL8YCOEX3RLH,1,4.19,0,0.0,0,1.57,0,1.57,non_promo_user,one_time,exclusively_CAT,exclusively_movie_vod,4.19,0.0,0.13,0.0,0,0,inept,32.0,0
618,A2ANTZKKY2WFME,52,229.72,20,103.98,14,62.65,8,34.29,engaged_pmd,engaged,predominantly_NR,predominantly_movie_est,4.41,5.19,5.22,8.66,25,17,benevolent,44.0,1
619,A3O4FZ4ADATY4P,1,21.84,1,21.84,12,262.08,0,0.0,non_promo_user,one_time,exclusively_CAT,exclusively_tv,21.84,21.84,21.84,21.84,0,0,inept,1.0,1
620,A2IM4ZHMLWU5JU,36,157.63,0,0.0,24,105.08,24,105.08,non_promo_user,engaged,predominantly_CAT,predominantly_movie_vod,4.37,0.0,8.75,0.0,4,0,hidden_committed,18.0,0
621,A2P9V9GQUB8873,27,206.41,27,206.41,54,412.81,0,0.0,engaged_vendisto_promo,engaged,predominantly_NR,predominantly_movie_vod,7.64,7.64,34.4,34.4,6,6,inept,6.0,1
622,A3AU5T1P5G6OD4,11,36.86,11,36.86,16,55.29,0,0.0,engaged_pmd,moderate,predominantly_NR,predominantly_movie_vod,3.35,3.35,4.6,4.6,22,22,inept,8.0,1
623,A3VOPBFZOYOD9E,10,32.66,1,4.19,4,13.51,3,11.78,non_promo_user,one_time,exclusively_CAT,exclusively_movie_vod,3.26,4.19,1.12,0.34,98,0,hidden_committed,29.0,1
624,A2L4Z3BQ3AU0TM,83,243.17,20,60.27,20,60.79,15,45.72,engaged_pmd,engaged,predominantly_CAT,predominantly_movie_vod,2.92,3.01,5.06,5.02,17,17,benevolent,48.0,1
625,A2QWSPAJG63KUA,2,7.53,2,7.53,7,30.12,0,0.0,non_promo_user,moderate,exclusively_CAT,exclusively_movie_vod,3.76,3.76,2.51,2.51,8,8,inept,3.0,1
626,A32F8G1PK5WQMB,43,181.89,0,0.0,8,36.37,8,36.37,non_promo_user,engaged,predominantly_CAT,predominantly_movie_est,4.23,0.0,3.03,0.0,33,0,hidden_committed,60.0,0
627,A1PMKA5N2SWWY8,305,659.11,130,276.25,104,225.98,60,131.26,engaged_pmd,engaged,predominantly_NR,predominantly_movie_vod,2.16,2.12,18.83,23.02,3,2,hidden_committed,35.0,1
628,A2BWC5S3TQ51DG,2,6.7,0,0.0,1,3.49,1,3.49,non_promo_user,moderate,exclusively_CAT,exclusively_movie_vod,3.35,0.0,0.29,0.0,42,0,hidden_committed,23.0,0
629,A14H169BYEIZE9,45,249.87,11,93.95,8,45.43,6,28.34,engaged_vendisto_promo,moderate,exclusively_CAT,predominantly_movie_est,5.55,8.54,3.78,7.82,43,16,hidden_committed,66.0,1
630,A38RGUDJWVWPA0,1,3.35,1,3.35,6,20.1,0,0.0,non_promo_user,one_time,exclusively_CAT,exclusively_movie_vod,3.35,3.35,1.67,1.67,0,0,inept,2.0,1
631,A16JFLIIOMAULD,6,24.3,5,20.95,4,18.22,0,2.51,non_promo_user,moderate,predominantly_NR,predominantly_movie_vod,4.05,4.19,1.51,1.74,92,54,inept,16.0,1
632,AMKB3UCMVCQ5L,8,31.85,0,0.0,2,9.79,2,9.79,non_promo_user,moderate,exclusively_CAT,predominantly_movie_vod,3.98,0.0,0.81,0.0,41,0,hidden_committed,39.0,0
633,A30IP2Y5OA7N8T,1,4.18,0,0.0,0,2.5,0,2.5,non_promo_user,one_time,exclusively_CAT,exclusively_movie_est,4.18,0.0,0.2,0.0,0,0,inept,20.0,0
634,A13EPJ7WIG02AJ,29,121.06,15,54.43,8,35.43,4,19.5,engaged_pmd,engaged,predominantly_NR,predominantly_movie_vod,4.17,3.62,2.95,4.53,43,19,inept,41.0,1
635,A2P69J1VMSH2YT,10,29.3,10,29.3,30,87.9,0,0.0,non_promo_user,moderate,exclusively_CAT,predominantly_movie_vod,2.93,2.93,7.32,7.32,2,2,inept,4.0,1
636,APMJ8ZM5PPG7M,5,27.44,0,0.0,2,14.96,2,14.96,non_promo_user,moderate,exclusively_CAT,predominantly_movie_est,5.48,0.0,1.24,0.0,45,0,hidden_committed,22.0,0
637,A2BDQFE3YTVL6B,21,55.23,7,9.17,3,10.35,2,8.63,engaged_pmd,moderate,predominantly_NR,predominantly_movie_vod,2.63,1.31,0.86,0.76,95,51,inept,64.0,1
638,A3631YGNDZVE2X,18,99.81,7,25.96,5,28.51,3,21.09,engaged_vendisto_promo,moderate,exclusively_CAT,predominantly_movie_est,5.54,3.7,2.37,2.16,73,55,benevolent,42.0,1
639,A2JFFPVVABXC4D,2,5.86,0,0.0,0,1.4,0,1.4,non_promo_user,moderate,predominantly_NR,predominantly_movie_est,2.93,0.0,0.11,0.0,172,0,inept,50.0,0
640,A33HH4K579TJF2,1,4.19,1,4.19,1,7.18,0,0.0,non_promo_user,one_time,predominantly_NR,exclusively_movie_vod,4.19,4.19,0.59,0.59,0,0,inept,7.0,0
641,A1G4I99PE6FKNX,29,151.42,2,3.34,7,40.37,7,39.48,engaged_pmd,moderate,exclusively_CAT,exclusively_movie_vod,5.22,1.67,3.36,0.27,46,23,hidden_committed,45.0,1
642,A1FFXD77UT3EDW,7,52.04,3,25.19,2,16.01,1,8.26,non_promo_user,moderate,predominantly_NR,predominantly_movie_est,7.43,8.39,1.33,2.09,198,115,inept,39.0,1
643,A3BDZFPTKSQN0H,5,10.03,0,0.0,1,2.93,1,2.93,non_promo_user,moderate,exclusively_CAT,predominantly_movie_vod,2.0,0.0,0.24,0.0,201,0,hidden_committed,41.0,0
644,A3SVVW2Q59Q86N,6,34.39,6,34.39,72,412.68,0,0.0,non_promo_user,moderate,exclusively_CAT,predominantly_movie_vod,5.73,5.73,34.39,34.39,5,5,inept,1.0,1
645,A374JRW7LR4YFK,71,347.11,10,37.68,17,86.77,15,77.35,non_promo_user,moderate,exclusively_CAT,predominantly_movie_vod,4.88,3.76,7.23,3.14,19,27,hidden_committed,48.0,1
646,A2RWMXDKLOVOND,22,146.79,9,67.1,3,25.52,2,13.85,engaged_vendisto_promo,moderate,exclusively_CAT,exclusively_movie_est,6.67,7.45,2.12,5.59,99,16,inept,69.0,1
647,A3G4PLBFCAE30Q,1,2.51,1,2.51,1,2.73,0,0.0,non_promo_user,one_time,exclusively_CAT,exclusively_movie_vod,2.51,2.51,0.22,0.22,0,0,inept,11.0,0
648,A3IXG4H2PC4M6D,7,43.63,2,6.7,2,17.45,1,14.77,non_promo_user,moderate,predominantly_NR,predominantly_tv,6.23,3.35,1.45,0.55,113,115,inept,30.0,0
649,A3296BS795O5R2,1,5.03,0,0.0,0,3.77,0,3.77,non_promo_user,one_time,exclusively_CAT,exclusively_movie_est,5.03,0.0,0.31,0.0,0,0,inept,16.0,0
650,A1ZU78LOLMC9V2,15,175.92,0,0.0,3,44.91,3,44.91,engaged_vendisto_promo,engaged,predominantly_NR,predominantly_tv,11.72,0.0,3.74,0.0,72,0,benevolent,47.0,0
651,AIRB42XLY4JIT,2,5.02,1,1.67,1,4.01,0,2.67,non_promo_user,one_time,exclusively_CAT,exclusively_movie_vod,2.51,1.67,0.33,0.13,397,0,inept,15.0,1
652,AJINZ9N2NT474,1,3.32,1,3.32,3,13.27,0,0.0,non_promo_user,one_time,exclusively_CAT,exclusively_movie_vod,3.32,3.32,1.1,1.1,0,0,inept,3.0,1
